fund_center_code,fund_code,functional_area_code,object_code,fund_center_name,fund_name,functional_area_name,accounting_object_name,service_area_code,program_code,sub_program_code,fund_center,division_code,bureau_code,bureau_name,fiscal_year,amount
DRDR000002,TRUST_PEN,PSPE00,IMS,Oregon PERS Contributions,Trust Pension,Oregon PERS Contributions,Internal Materials and Services,PS,PSPE,PSPE00,DRDR000002,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2015-16,8699501
PACO000002,SPEC_REV,CDCIIC,EMS,CHIF Administration,Special Revenue,Investing in Children,External Materials and Services,CD,CDCI,CDCIIC,PACO000002,PACO,PA,Commissioner of Public Affairs,2012-13,8752236
HCPG000001,GENERAL,CDEHHP,EMS,Housing Access & Retention Team,General Fund,Supportive Housing,External Materials and Services,CD,CDEH,CDEHHP,HCPG000001,HCPG,HC,Portland Housing Bureau,2007-08,8757204
TRDR000009,SPEC_REV,TPASBS,IMS,Funds Management,Special Revenue,Business Services,Internal Materials and Services,TP,TPAS,TPASBS,TRDR000009,TRDR,TR,Portland Bureau of Transportation,2008-09,8768305
MFFM000004,GENERAL,LAFPBE,BOND,Fund Management,General Fund,Budget & Economics,Debt Service,LA,LAFP,LAFPBE,MFFM000004,MFFM,MF,Office of Management & Finance,2014-15,8775797
HCPG000004,SPEC_REV,CDHCRH,EMS,Housing Investment & Portfolio Preservat,Special Revenue,Rehabilitation,External Materials and Services,CD,CDHC,CDHCRH,HCPG000004,HCPG,HC,Portland Housing Bureau,2014-15,8783722
ESEN000020,ENTERPRISE,PUENAM,PERSONAL,CIP Projects,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2009-10,8843128
MFTS000001,INT_SVC,LAASAM,FNDXFER,CTO Office,Internal Service,Administration,Fund Transfers - Expense,LA,LAAS,LAASAM,MFTS000001,MFTS,MF,Office of Management & Finance,2011-12,8854015
PLOP000028,GENERAL,PSERER,PERSONAL,North Precinct,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLOP000028,PLOP,PL,Portland Police Bureau,2006-07,9156957
ATAT000001,GENERAL,LALS00,PERSONAL,Office of City Attorney,General Fund,Legal Services,Personnel Services,LA,LALS,LALS00,ATAT000001,ATAT,AT,Office of the City Attorney,2014-15,9194166
MFRB000005,SPEC_REV,LARHCR,ENDBAL,Office for Community Technology,Special Revenue,Cable Regulatory Services,Unappropriated Fund Balance,LA,LARH,LARHCR,MFRB000005,MFRB,MF,Office of Management & Finance,2012-13,9195046
WAEN000013,ENTERPRISE,PUASPL,EMS,Engineering-CIP Development & Support,Enterprise,Planning,External Materials and Services,PU,PUAS,PUASPL,WAEN000013,WAEN,WA,Portland Water Bureau,2006-07,9213827
TRED000009,SPEC_REV,TPCI00,FNDXFER,Project Management,Special Revenue,Capital Improvements,Fund Transfers - Expense,TP,TPCI,TPCI00,TRED000009,TRED,TR,Portland Bureau of Transportation,2006-07,9229935
MFFM000004,SPEC_REV,LAFPBE,BOND,Fund Management,Special Revenue,Budget & Economics,Debt Service,LA,LAFP,LAFPBE,MFFM000004,MFFM,MF,Office of Management & Finance,2012-13,9250000
ESEN000020,ENTERPRISE,PUENPM,EMS,CIP Projects,Enterprise,Capital Program Mgmt & Controls,External Materials and Services,PU,PUEN,PUENPM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2010-11,9260209
WAFS000001,ENTERPRISE,PUASBS,ENDBAL,Finance & Support Svc-Fin & Sup Svcs Grp,Enterprise,Bureau Support,Unappropriated Fund Balance,PU,PUAS,PUASBS,WAFS000001,WAFS,WA,Portland Water Bureau,2011-12,9364480
MFOP000041,INT_SVC,LAOMOM,EMS,Facilities Maintenance Services,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000041,MFOP,MF,Office of Management & Finance,2007-08,9487130
ESEN000020,ENTERPRISE,PUENPM,PERSONAL,CIP Projects,Enterprise,Capital Program Mgmt & Controls,Personnel Services,PU,PUEN,PUENPM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2014-15,9495457
WAFS000001,ENTERPRISE,PUASPL,FNDXFER,Finance & Support Svc-Fin & Sup Svcs Grp,Enterprise,Planning,Fund Transfers - Expense,PU,PUAS,PUASPL,WAFS000001,WAFS,WA,Portland Water Bureau,2009-10,9511518
FREO000012,GENERAL,PSEO00,PERSONAL,Suppression Call Shifts,General Fund,Emergency Operations,Personnel Services,PS,PSEO,PSEO00,FREO000012,FREO,FR,Portland Fire & Rescue,2014-15,9561628
TRDR000017,ENTERPRISE,TPOPPG,ENDBAL,Parking Garage Operations,Enterprise,Parking Garage Operations,Unappropriated Fund Balance,TP,TPOP,TPOPPG,TRDR000017,TRDR,TR,Portland Bureau of Transportation,2009-10,9567626
MFFM000004,GENERAL,LAFPBE,BOND,Fund Management,General Fund,Budget & Economics,Debt Service,LA,LAFP,LAFPBE,MFFM000004,MFFM,MF,Office of Management & Finance,2011-12,9577067
MFFM000004,SPEC_REV,LAFPBE,BOND,Fund Management,Special Revenue,Budget & Economics,Debt Service,LA,LAFP,LAFPBE,MFFM000004,MFFM,MF,Office of Management & Finance,2009-10,9599156
TRDR000017,ENTERPRISE,TPOPPG,ENDBAL,Parking Garage Operations,Enterprise,Parking Garage Operations,Unappropriated Fund Balance,TP,TPOP,TPOPPG,TRDR000017,TRDR,TR,Portland Bureau of Transportation,2014-15,9632093
MFFM000004,SPEC_REV,LAFPBE,BOND,Fund Management,Special Revenue,Budget & Economics,Debt Service,LA,LAFP,LAFPBE,MFFM000004,MFFM,MF,Office of Management & Finance,2013-14,9640000
PLOP000028,GENERAL,PSERER,PERSONAL,North Precinct,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLOP000028,PLOP,PL,Portland Police Bureau,2007-08,9729586
ESEN000020,ENTERPRISE,PUENPM,IMS,CIP Projects,Enterprise,Capital Program Mgmt & Controls,Internal Materials and Services,PU,PUEN,PUENPM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2011-12,9755332
MFOP000014,INT_SVC,LAFLAQ,CAPITAL,Replacement,Internal Service,New and Replacement Acqs,Capital Outlay,LA,LAFL,LAFLAQ,MFOP000014,MFOP,MF,Office of Management & Finance,2015-16,9768085
TRDR000006,SPEC_REV,TPASBS,BOND,Debt Activity,Special Revenue,Business Services,Debt Service,TP,TPAS,TPASBS,TRDR000006,TRDR,TR,Portland Bureau of Transportation,2013-14,9776329
HCPG000004,SPEC_REV,CDHCRH,EMS,Housing Investment & Portfolio Preservat,Special Revenue,Rehabilitation,External Materials and Services,CD,CDHC,CDHCRH,HCPG000004,HCPG,HC,Portland Housing Bureau,2011-12,9780771
PLOP000022,GENERAL,PSERER,PERSONAL,SE Precinct,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLOP000022,PLOP,PL,Portland Police Bureau,2006-07,9784696
PACO000002,SPEC_REV,CDCIIC,EMS,CHIF Administration,Special Revenue,Investing in Children,External Materials and Services,CD,CDCI,CDCIIC,PACO000002,PACO,PA,Commissioner of Public Affairs,2006-07,9828505
DRDR000003,TRUST_PEN,PSDD00,EMS,Disability & Death Benefits,Trust Pension,Disability & Death Benefits,External Materials and Services,PS,PSDD,PSDD00,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2007-08,9838565
MFOP000033,ENTERPRISE,PRRQMC,CAPITAL,PGE Park,Enterprise,Memorial Coliseum,Capital Outlay,PR,PRRQ,PRRQMC,MFOP000033,MFOP,MF,Office of Management & Finance,2010-11,9840146
MFOP000041,INT_SVC,LAOMOM,EMS,Facilities Maintenance Services,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000041,MFOP,MF,Office of Management & Finance,2008-09,9842560
ECOP000001,SPEC_REV,PSOP00,PERSONAL,Operations,Special Revenue,9-1-1 Operations,Personnel Services,PS,PSOP,PSOP00,ECOP000001,ECOP,EC,Bureau of Emergency Communications,2006-07,9846001
PACO000002,SPEC_REV,CDCIAS,EMS,CHIF Administration,Special Revenue,Administration & Support,External Materials and Services,CD,CDCI,CDCIAS,PACO000002,PACO,PA,Commissioner of Public Affairs,2009-10,9872279
MFRB000001,SPEC_REV,LALT00,EMS,License and Tax Division,Special Revenue,License and Tax,External Materials and Services,LA,LALT,LALT00,MFRB000001,MFRB,MF,Office of Management & Finance,2007-08,9888489
PACO000002,SPEC_REV,CDCIIC,EMS,CHIF Administration,Special Revenue,Investing in Children,External Materials and Services,CD,CDCI,CDCIIC,PACO000002,PACO,PA,Commissioner of Public Affairs,2007-08,9975367
ESEN000020,ENTERPRISE,PUENAM,CAPITAL,CIP Projects,Enterprise,Asset Systems Management,Capital Outlay,PU,PUEN,PUENAM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2014-15,10081734
TRDR000009,SPEC_REV,TPASBS,BOND,Funds Management,Special Revenue,Business Services,Debt Service,TP,TPAS,TPASBS,TRDR000009,TRDR,TR,Portland Bureau of Transportation,2010-11,10099999
DSAS000001,SPEC_REV,CDAS00,ENDBAL,Administration,Special Revenue,Administration & Support,Unappropriated Fund Balance,CD,CDAS,CDAS00,DSAS000001,DSAS,DS,Bureau of Development Services,2011-12,10219090
PACO000002,SPEC_REV,CDCIIC,EMS,CHIF Administration,Special Revenue,Investing in Children,External Materials and Services,CD,CDCI,CDCIIC,PACO000002,PACO,PA,Commissioner of Public Affairs,2014-15,10242406
HCPG000002,SPEC_REV,CDHC00,ENDBAL,Program Delivery for Ptld Housing Bureau,Special Revenue,Housing Production & Preservation,Unappropriated Fund Balance,CD,CDHC,CDHC00,HCPG000002,HCPG,HC,Portland Housing Bureau,2006-07,10261276
MFFM000004,SPEC_REV,CDHC00,ENDBAL,Fund Management,Special Revenue,Housing Production & Preservation,Unappropriated Fund Balance,CD,CDHC,CDHC00,MFFM000004,MFFM,MF,Office of Management & Finance,2015-16,10273550
WAAD000002,ENTERPRISE,PUASBS,ENDBAL,Administration-Public Involvement,Enterprise,Bureau Support,Unappropriated Fund Balance,PU,PUAS,PUASBS,WAAD000002,WAAD,WA,Portland Water Bureau,2009-10,10321463
ESBS000003,ENTERPRISE,PUASFI,PERSONAL,Accounting Services,Enterprise,Finance,Personnel Services,PU,PUAS,PUASFI,ESBS000003,ESBS,ES,Bureau of Environmental Services,2006-07,10329580
PLOP000028,GENERAL,PSERER,PERSONAL,North Precinct,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLOP000028,PLOP,PL,Portland Police Bureau,2008-09,10341944
PLOP000013,GENERAL,PSERER,PERSONAL,Central Precinct,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLOP000013,PLOP,PL,Portland Police Bureau,2006-07,10360609
FREO000012,GENERAL,PSEO00,PERSONAL,Suppression Call Shifts,General Fund,Emergency Operations,Personnel Services,PS,PSEO,PSEO00,FREO000012,FREO,FR,Portland Fire & Rescue,2015-16,10372668
ESEN000020,ENTERPRISE,PUENAM,PERSONAL,CIP Projects,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2008-09,10402606
PLOP000022,GENERAL,PSERER,PERSONAL,SE Precinct,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLOP000022,PLOP,PL,Portland Police Bureau,2007-08,10409889
PLOP000022,GENERAL,PSERER,PERSONAL,SE Precinct,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLOP000022,PLOP,PL,Portland Police Bureau,2008-09,10442772
TRED000009,SPEC_REV,TPCI00,BOND,Project Management,Special Revenue,Capital Improvements,Debt Service,TP,TPCI,TPCI00,TRED000009,TRED,TR,Portland Bureau of Transportation,2006-07,10496113
MFOP000041,INT_SVC,LAOMOM,EMS,Facilities Maintenance Services,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000041,MFOP,MF,Office of Management & Finance,2009-10,10523954
WAEN000011,ENTERPRISE,PUTTCT,CAPITAL,Engineering-Contract Administration,Enterprise,Conduits/Transmission,Capital Outlay,PU,PUTT,PUTTCT,WAEN000011,WAEN,WA,Portland Water Bureau,2009-10,10528941
TRED000009,SPEC_REV,TPCICM,EMS,Project Management,Special Revenue,Centers and Main Streets,External Materials and Services,TP,TPCI,TPCICM,TRED000009,TRED,TR,Portland Bureau of Transportation,2010-11,10530665
MFOP000041,INT_SVC,LAOMOM,EMS,Facilities Maintenance Services,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000041,MFOP,MF,Office of Management & Finance,2010-11,10665099
PKDI000002,SPEC_REV,PRSPBS,IMS,Finance,Special Revenue,Business Services,Internal Materials and Services,PR,PRSP,PRSPBS,PKDI000002,PKDI,PK,Portland Parks & Recreation,2006-07,10673301
ESEN000020,ENTERPRISE,PUENPM,PERSONAL,CIP Projects,Enterprise,Capital Program Mgmt & Controls,Personnel Services,PU,PUEN,PUENPM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2015-16,10673374
WAEN000013,ENTERPRISE,PUASPL,PERSONAL,Engineering-CIP Development & Support,Enterprise,Planning,Personnel Services,PU,PUAS,PUASPL,WAEN000013,WAEN,WA,Portland Water Bureau,2006-07,10750848
HCPG000002,SPEC_REV,CDHCRH,EMS,Program Delivery for Ptld Housing Bureau,Special Revenue,Rehabilitation,External Materials and Services,CD,CDHC,CDHCRH,HCPG000002,HCPG,HC,Portland Housing Bureau,2009-10,10792896
ESBS000003,ENTERPRISE,PUASFI,PERSONAL,Accounting Services,Enterprise,Finance,Personnel Services,PU,PUAS,PUASFI,ESBS000003,ESBS,ES,Bureau of Environmental Services,2007-08,10811425
PLOP000013,GENERAL,PSERER,PERSONAL,Central Precinct,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLOP000013,PLOP,PL,Portland Police Bureau,2007-08,10844225
DRDR000003,TRUST_PEN,PSDD00,EMS,Disability & Death Benefits,Trust Pension,Disability & Death Benefits,External Materials and Services,PS,PSDD,PSDD00,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2006-07,10849101
AUDA000009,CAPITAL,LADMDM,BOND,Debt Activity,Capital Projects,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2013-14,10849735
TRED000009,SPEC_REV,TPCICM,EMS,Project Management,Special Revenue,Centers and Main Streets,External Materials and Services,TP,TPCI,TPCICM,TRED000009,TRED,TR,Portland Bureau of Transportation,2009-10,10869460
MFCP000001,INT_SVC,LAAS00,EMS,Enterprise Business System,Internal Service,Administration & Support,External Materials and Services,LA,LAAS,LAAS00,MFCP000001,MFCP,MF,Office of Management & Finance,2008-09,10869890
ECOP000001,SPEC_REV,PSOP00,PERSONAL,Operations,Special Revenue,9-1-1 Operations,Personnel Services,PS,PSOP,PSOP00,ECOP000001,ECOP,EC,Bureau of Emergency Communications,2007-08,10930918
WAEN000013,ENTERPRISE,PUASPL,CAPITAL,Engineering-CIP Development & Support,Enterprise,Planning,Capital Outlay,PU,PUAS,PUASPL,WAEN000013,WAEN,WA,Portland Water Bureau,2006-07,10971356
TRED000012,SPEC_REV,TPOPSO,EMS,Streetcar Operations,Special Revenue,Streetcar Operations,External Materials and Services,TP,TPOP,TPOPSO,TRED000012,TRED,TR,Portland Bureau of Transportation,2015-16,10987094
WAEN000011,ENTERPRISE,PUTTTR,CAPITAL,Engineering-Contract Administration,Enterprise,Terminal Reservoirs,Capital Outlay,PU,PUTT,PUTTTR,WAEN000011,WAEN,WA,Portland Water Bureau,2008-09,11009889
MFOP000039,CAPITAL,PSAS00,ENDBAL,GO Bond Admin,Capital Projects,Administration & Support,Unappropriated Fund Balance,PS,PSAS,PSAS00,MFOP000039,MFOP,MF,Office of Management & Finance,2008-09,11076054
PLOP000055,GENERAL,PSNSNS,PERSONAL,East Precinct,General Fund,Neighborhood Safety,Personnel Services,PS,PSNS,PSNSNS,PLOP000055,PLOP,PL,Portland Police Bureau,2006-07,11127361
PKSB000013,CAPITAL,PRINDE,CAPITAL,Capital Infrastructure Projects,Capital Projects,Capital Development,Capital Outlay,PR,PRIN,PRINDE,PKSB000013,PKSB,PK,Portland Parks & Recreation,2008-09,11130997
WAEN000013,ENTERPRISE,PUASPL,PERSONAL,Engineering-CIP Development & Support,Enterprise,Planning,Personnel Services,PU,PUAS,PUASPL,WAEN000013,WAEN,WA,Portland Water Bureau,2007-08,11169456
PLOP000013,GENERAL,PSERER,PERSONAL,Central Precinct,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLOP000013,PLOP,PL,Portland Police Bureau,2008-09,11215679
TRDR000009,SPEC_REV,TPASBS,FNDXFER,Funds Management,Special Revenue,Business Services,Fund Transfers - Expense,TP,TPAS,TPASBS,TRDR000009,TRDR,TR,Portland Bureau of Transportation,2007-08,11228031
MFHR000011,INT_SVC,LABN00,ENDBAL,City Self Insured Plans,Internal Service,Benefits,Unappropriated Fund Balance,LA,LABN,LABN00,MFHR000011,MFHR,MF,Office of Management & Finance,2006-07,11313814
MFOP000030,ENTERPRISE,TPAS00,ENDBAL,*INAC* Parking Fac Admin,Enterprise,Administration & Support,Unappropriated Fund Balance,TP,TPAS,TPAS00,MFOP000030,MFOP,MF,Office of Management & Finance,2008-09,11314757
ESEN000020,ENTERPRISE,PUENAM,EMS,CIP Projects,Enterprise,Asset Systems Management,External Materials and Services,PU,PUEN,PUENAM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2011-12,11349337
PKSB000013,CAPITAL,PRINMN,ENDBAL,Capital Infrastructure Projects,Capital Projects,Maintenance,Unappropriated Fund Balance,PR,PRIN,PRINMN,PKSB000013,PKSB,PK,Portland Parks & Recreation,2008-09,11371833
AUDA000009,DEBT_SVC,LADMDM,ENDBAL,Debt Activity,Debt Service,Debt Management,Unappropriated Fund Balance,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2006-07,11424896
ESBS000008,ENTERPRISE,PUASFI,ENDBAL,BES Funds Management,Enterprise,Finance,Unappropriated Fund Balance,PU,PUAS,PUASFI,ESBS000008,ESBS,ES,Bureau of Environmental Services,2012-13,11447342
ECOP000001,SPEC_REV,PSOP00,PERSONAL,Operations,Special Revenue,9-1-1 Operations,Personnel Services,PS,PSOP,PSOP00,ECOP000001,ECOP,EC,Bureau of Emergency Communications,2008-09,11480074
WAEN000011,ENTERPRISE,PUTTTR,CAPITAL,Engineering-Contract Administration,Enterprise,Terminal Reservoirs,Capital Outlay,PU,PUTT,PUTTTR,WAEN000011,WAEN,WA,Portland Water Bureau,2015-16,11580187
ESEN000020,ENTERPRISE,PUENPM,EMS,CIP Projects,Enterprise,Capital Program Mgmt & Controls,External Materials and Services,PU,PUEN,PUENPM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2013-14,11584888
AUDA000009,DEBT_SVC,LADMDM,BOND,Debt Activity,Debt Service,Debt Management,Debt Service,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2013-14,11667246
ESEN000020,ENTERPRISE,PUENPM,IMS,CIP Projects,Enterprise,Capital Program Mgmt & Controls,Internal Materials and Services,PU,PUEN,PUENPM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2012-13,11754417
WAEN000011,ENTERPRISE,PUTTCT,CAPITAL,Engineering-Contract Administration,Enterprise,Conduits/Transmission,Capital Outlay,PU,PUTT,PUTTCT,WAEN000011,WAEN,WA,Portland Water Bureau,2008-09,11756962
ECOP000001,SPEC_REV,PSOPOC,PERSONAL,Operations,Special Revenue,BOEC-Operating Costs,Personnel Services,PS,PSOP,PSOPOC,ECOP000001,ECOP,EC,Bureau of Emergency Communications,2010-11,11759633
MFHR000011,INT_SVC,LABN00,ENDBAL,City Self Insured Plans,Internal Service,Benefits,Unappropriated Fund Balance,LA,LABN,LABN00,MFHR000011,MFHR,MF,Office of Management & Finance,2012-13,11762580
PLSB000005,GENERAL,PSSFSF,IMS,Management Services,General Fund,Strategy & Finance,Internal Materials and Services,PS,PSSF,PSSFSF,PLSB000005,PLSB,PL,Portland Police Bureau,2008-09,11814833
AUDA000009,DEBT_SVC,LADMDM,ENDBAL,Debt Activity,Debt Service,Debt Management,Unappropriated Fund Balance,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2010-11,11871718
ESBS000008,ENTERPRISE,PUASFI,BOND,BES Funds Management,Enterprise,Finance,Debt Service,PU,PUAS,PUASFI,ESBS000008,ESBS,ES,Bureau of Environmental Services,2008-09,11876191
AUDA000009,DEBT_SVC,LADMDM,ENDBAL,Debt Activity,Debt Service,Debt Management,Unappropriated Fund Balance,LA,LADM,LADMDM,AUDA000009,AUDA,AU,Office of the City Auditor,2013-14,11883223
MFRB000001,SPEC_REV,LARCLT,EMS,License and Tax Division,Special Revenue,License and Tax,External Materials and Services,LA,LARC,LARCLT,MFRB000001,MFRB,MF,Office of Management & Finance,2012-13,11909160
MFOP000063,ENTERPRISE,PRAS00,BOND,Debt Activity - Arena,Enterprise,Administration & Support,Debt Service,PR,PRAS,PRAS00,MFOP000063,MFOP,MF,Office of Management & Finance,2014-15,12031173
ECOP000001,SPEC_REV,PSOPOC,PERSONAL,Operations,Special Revenue,BOEC-Operating Costs,Personnel Services,PS,PSOP,PSOPOC,ECOP000001,ECOP,EC,Bureau of Emergency Communications,2011-12,12134500
TRED000009,SPEC_REV,TPCI00,EMS,Project Management,Special Revenue,Capital Improvements,External Materials and Services,TP,TPCI,TPCI00,TRED000009,TRED,TR,Portland Bureau of Transportation,2006-07,12196444
ECOP000001,SPEC_REV,PSOPOC,PERSONAL,Operations,Special Revenue,BOEC-Operating Costs,Personnel Services,PS,PSOP,PSOPOC,ECOP000001,ECOP,EC,Bureau of Emergency Communications,2012-13,12326733
