Fund center code,fund code,functional area code,object code,FY 2015-16,FY 2014-15,FY 2013-14,FY 2012-13,FY 2011-12,FY 2010-11,FY 2009-10,FY 2008-09,FY 2007-08,FY 2006-07,fund center name,Fund Name,functional area name,accounting object name,Service Area Code,Program Code,Sub Program Code,Fund Center,Division Code,Bureau Code,Bureau Name
TRTS000005,ENTERPRISE,TPCIPR,EMS,2092,0,0,0,0,0,0,0,0,0,Parking Operations,Enterprise,Preservation and Rehabilitation,External Materials and Services,TP,TPCI,TPCIPR,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000005,ENTERPRISE,TPCIPR,IMS,16504,2546,0,0,0,0,0,0,0,0,Parking Operations,Enterprise,Preservation and Rehabilitation,Internal Materials and Services,TP,TPCI,TPCIPR,TRTS000005,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,CDTE00,EMS,0,0,0,0,0,0,0,80,0,0,Transportation Options,Special Revenue,Sustainability Education & Assistance,External Materials and Services,CD,CDTE,CDTE00,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPASBS,PERSONAL,0,0,-548,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Business Services,Personnel Services,TP,TPAS,TPASBS,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPASFS,PERSONAL,0,0,0,0,0,0,0,880,0,0,Transportation Options,Special Revenue,Field Support,Personnel Services,TP,TPAS,TPASFS,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPASFS,EMS,0,0,0,142,125,119,964,736,0,0,Transportation Options,Special Revenue,Field Support,External Materials and Services,TP,TPAS,TPASFS,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPASFS,IMS,0,0,0,0,0,0,37,211,0,0,Transportation Options,Special Revenue,Field Support,Internal Materials and Services,TP,TPAS,TPASFS,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCIAM,PERSONAL,53,0,0,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Asset Management,Personnel Services,TP,TPCI,TPCIAM,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCIAM,IMS,42,0,0,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Asset Management,Internal Materials and Services,TP,TPCI,TPCIAM,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCIHL,PERSONAL,13107,2422,15715,4042,0,0,0,0,0,0,Transportation Options,Special Revenue,Health & Livability,Personnel Services,TP,TPCI,TPCIHL,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCIHL,EMS,618,0,0,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Health & Livability,External Materials and Services,TP,TPCI,TPCIHL,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCIHL,IMS,14860,5145,11404,2982,0,0,0,0,0,0,Transportation Options,Special Revenue,Health & Livability,Internal Materials and Services,TP,TPCI,TPCIHL,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCINB,PERSONAL,4980,31143,13624,12110,14611,13603,3738,5184,0,0,Transportation Options,Special Revenue,Neighborhood Livability,Personnel Services,TP,TPCI,TPCINB,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCINB,EMS,0,1744,0,846,0,0,4867,2075,0,0,Transportation Options,Special Revenue,Neighborhood Livability,External Materials and Services,TP,TPCI,TPCINB,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCINB,IMS,52902,89506,29330,24539,14834,31204,17556,0,0,0,Transportation Options,Special Revenue,Neighborhood Livability,Internal Materials and Services,TP,TPCI,TPCINB,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCISA,PERSONAL,144867,24052,12273,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Safety,Personnel Services,TP,TPCI,TPCISA,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCISA,EMS,57590,59839,31399,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Safety,External Materials and Services,TP,TPCI,TPCISA,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPCISA,IMS,148287,24371,13255,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Safety,Internal Materials and Services,TP,TPCI,TPCISA,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOP00,PERSONAL,0,0,0,0,102136,89345,0,0,0,0,Transportation Options,Special Revenue,Operations,Personnel Services,TP,TPOP,TPOP00,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOP00,EMS,0,0,0,0,530,8257,0,0,0,0,Transportation Options,Special Revenue,Operations,External Materials and Services,TP,TPOP,TPOP00,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOP00,IMS,0,0,0,0,9652,21,0,0,0,0,Transportation Options,Special Revenue,Operations,Internal Materials and Services,TP,TPOP,TPOP00,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPAT,PERSONAL,2027923,2223954,1722566,1347666,0,0,0,0,0,0,Transportation Options,Special Revenue,Active Transportation,Personnel Services,TP,TPOP,TPOPAT,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPAT,EMS,1025430,644430,802844,736207,0,0,0,0,0,0,Transportation Options,Special Revenue,Active Transportation,External Materials and Services,TP,TPOP,TPOPAT,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPAT,IMS,122642,153902,164229,167395,0,0,0,0,0,0,Transportation Options,Special Revenue,Active Transportation,Internal Materials and Services,TP,TPOP,TPOPAT,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPAT,FNDXFER,0,-45000,0,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Active Transportation,Fund Transfers - Expense,TP,TPOP,TPOPAT,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPBS,EMS,200000,0,0,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Bike Share Operations,External Materials and Services,TP,TPOP,TPOPBS,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPDS,PERSONAL,-7,0,0,0,0,0,0,0,0,0,Transportation Options,Special Revenue,Development Services,Personnel Services,TP,TPOP,TPOPDS,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPOP,PERSONAL,-86939,-18388,503179,806003,1400671,1563385,1516137,969566,827988,778929,Transportation Options,Special Revenue,Transportation Options,Personnel Services,TP,TPOP,TPOPOP,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPOP,EMS,67632,56727,29895,157098,1358537,1270179,1130023,717618,731413,574191,Transportation Options,Special Revenue,Transportation Options,External Materials and Services,TP,TPOP,TPOPOP,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPOP,IMS,129698,193570,157800,62796,226982,211175,224802,192954,0,30250,Transportation Options,Special Revenue,Transportation Options,Internal Materials and Services,TP,TPOP,TPOPOP,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPOP,CAPITAL,0,0,0,6065,0,0,0,0,0,0,Transportation Options,Special Revenue,Transportation Options,Capital Outlay,TP,TPOP,TPOPOP,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPOP,FNDXFER,0,445000,0,0,0,0,0,0,170978,120550,Transportation Options,Special Revenue,Transportation Options,Fund Transfers - Expense,TP,TPOP,TPOPOP,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPPC,EMS,966666,902177,300000,254832,0,0,0,0,0,0,Transportation Options,Special Revenue,TR Partnership Contrib,External Materials and Services,TP,TPOP,TPOPPC,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPPC,FNDXFER,0,-400000,0,0,0,0,0,0,0,0,Transportation Options,Special Revenue,TR Partnership Contrib,Fund Transfers - Expense,TP,TPOP,TPOPPC,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPPL,PERSONAL,0,0,0,0,0,-8637,0,0,0,0,Transportation Options,Special Revenue,Transportation Planning,Personnel Services,TP,TPOP,TPOPPL,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPPO,PERSONAL,0,0,0,0,0,35725,48987,20933,0,0,Transportation Options,Special Revenue,Parking Operations,Personnel Services,TP,TPOP,TPOPPO,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPPO,EMS,0,0,0,0,0,180,8831,0,0,0,Transportation Options,Special Revenue,Parking Operations,External Materials and Services,TP,TPOP,TPOPPO,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000006,SPEC_REV,TPOPTO,PERSONAL,0,0,0,0,-9888,0,0,0,0,0,Transportation Options,Special Revenue,Traffic Operations,Personnel Services,TP,TPOP,TPOPTO,TRTS000006,TRTS,TR,Portland Bureau of Transportation
TRTS000007,SPEC_REV,TPOPRG,PERSONAL,814581,663703,0,0,0,0,0,0,0,0,Regulatory Services,Special Revenue,Regulatory Operations,Personnel Services,TP,TPOP,TPOPRG,TRTS000007,TRTS,TR,Portland Bureau of Transportation
TRTS000007,SPEC_REV,TPOPRG,EMS,154794,87648,0,0,0,0,0,0,0,0,Regulatory Services,Special Revenue,Regulatory Operations,External Materials and Services,TP,TPOP,TPOPRG,TRTS000007,TRTS,TR,Portland Bureau of Transportation
TRTS000007,SPEC_REV,TPOPRG,IMS,171159,341391,0,0,0,0,0,0,0,0,Regulatory Services,Special Revenue,Regulatory Operations,Internal Materials and Services,TP,TPOP,TPOPRG,TRTS000007,TRTS,TR,Portland Bureau of Transportation
WAAD000001,SPEC_REV,PUASBS,FNDXFER,0,0,0,0,0,0,0,0,0,-285588,Administration-Business Ops,Special Revenue,Bureau Support,Fund Transfers - Expense,PU,PUAS,PUASBS,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUAS00,EMS,0,0,0,0,0,0,0,182,0,0,Administration-Business Ops,Enterprise,Administration & Support,External Materials and Services,PU,PUAS,PUAS00,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUASBS,PERSONAL,323355,356174,252075,550530,460645,408603,323928,784303,1429272,896698,Administration-Business Ops,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUASBS,EMS,305511,283009,167224,102625,105286,191687,136794,66605,2185599,453814,Administration-Business Ops,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUASBS,IMS,1452420,1448491,1411618,1236867,1600041,1443420,2330591,977846,21547628,15236921,Administration-Business Ops,Enterprise,Bureau Support,Internal Materials and Services,PU,PUAS,PUASBS,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUASBS,FNDXFER,0,0,0,0,0,0,0,351280,93180292,96505696,Administration-Business Ops,Enterprise,Bureau Support,Fund Transfers - Expense,PU,PUAS,PUASBS,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUASBS,ENDBAL,0,0,0,0,0,0,0,103423,0,16434,Administration-Business Ops,Enterprise,Bureau Support,Unappropriated Fund Balance,PU,PUAS,PUASBS,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUASDM,EMS,0,0,0,0,0,24560,0,0,0,0,Administration-Business Ops,Enterprise,Data Management,External Materials and Services,PU,PUAS,PUASDM,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUASEI,PERSONAL,180211,110136,75235,59837,64127,56779,100344,85315,176741,119062,Administration-Business Ops,Enterprise,Employee Investment,Personnel Services,PU,PUAS,PUASEI,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUASEI,EMS,-5121,43386,10875,15749,16832,17131,4601,13654,15880,17981,Administration-Business Ops,Enterprise,Employee Investment,External Materials and Services,PU,PUAS,PUASEI,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUASEI,IMS,1294,368,802,414,276,1659,1879,0,0,0,Administration-Business Ops,Enterprise,Employee Investment,Internal Materials and Services,PU,PUAS,PUASEI,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUCSSE,PERSONAL,0,-9471,0,0,0,0,0,0,0,0,Administration-Business Ops,Enterprise,Security/Emergency Management,Personnel Services,PU,PUCS,PUCSSE,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000001,ENTERPRISE,PUSUBR,EMS,9672,0,0,0,0,0,0,0,0,0,Administration-Business Ops,Enterprise,Bull Run Watershed,External Materials and Services,PU,PUSU,PUSUBR,WAAD000001,WAAD,WA,Portland Water Bureau
WAAD000002,ENTERPRISE,PUASBS,PERSONAL,456256,432560,365061,483137,486820,491430,621310,568075,554906,586173,Administration-Public Involvement,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAAD000002,WAAD,WA,Portland Water Bureau
WAAD000002,ENTERPRISE,PUASBS,EMS,9204,13606,13075,23402,38154,20417,26332,37789,53135,95265,Administration-Public Involvement,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,WAAD000002,WAAD,WA,Portland Water Bureau
WAAD000002,ENTERPRISE,PUASBS,IMS,17806,14105,11032,24244,18928,29017,33989,57388,0,284,Administration-Public Involvement,Enterprise,Bureau Support,Internal Materials and Services,PU,PUAS,PUASBS,WAAD000002,WAAD,WA,Portland Water Bureau
WAAD000002,ENTERPRISE,PUASBS,FNDXFER,3000,0,0,3000,5000,5000,2500,4000,0,0,Administration-Public Involvement,Enterprise,Bureau Support,Fund Transfers - Expense,PU,PUAS,PUASBS,WAAD000002,WAAD,WA,Portland Water Bureau
WAAD000002,ENTERPRISE,PUASBS,ENDBAL,36874429,36863089,31447450,31522795,15965653,15961566,10321463,5398600,0,0,Administration-Public Involvement,Enterprise,Bureau Support,Unappropriated Fund Balance,PU,PUAS,PUASBS,WAAD000002,WAAD,WA,Portland Water Bureau
WAAD000002,ENTERPRISE,PUCSCS,EMS,-460,460,0,0,0,0,0,0,0,0,Administration-Public Involvement,Enterprise,Customer Services,External Materials and Services,PU,PUCS,PUCSCS,WAAD000002,WAAD,WA,Portland Water Bureau
WAAD000003,SPEC_REV,PUCSSE,EMS,0,0,0,0,125000,0,0,0,0,0,Operations- Rangers,Special Revenue,Security/Emergency Management,External Materials and Services,PU,PUCS,PUCSSE,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUASBS,PERSONAL,0,0,0,0,0,0,0,0,1833991,1665047,Operations- Rangers,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUASBS,EMS,0,0,0,0,0,0,0,0,34681,89927,Operations- Rangers,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUASBS,IMS,0,0,0,0,0,228,0,0,0,107,Operations- Rangers,Enterprise,Bureau Support,Internal Materials and Services,PU,PUAS,PUASBS,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUASFA,EMS,0,0,0,0,0,839,14000,4517,0,0,Operations- Rangers,Enterprise,Facilities,External Materials and Services,PU,PUAS,PUASFA,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUCSSE,PERSONAL,935039,857682,870421,2011678,1902145,1730966,1842292,1803829,-92821,-118098,Operations- Rangers,Enterprise,Security/Emergency Management,Personnel Services,PU,PUCS,PUCSSE,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUCSSE,EMS,42006,29285,30393,68521,44828,66464,76256,48511,2293,3239,Operations- Rangers,Enterprise,Security/Emergency Management,External Materials and Services,PU,PUCS,PUCSSE,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUCSSE,IMS,379717,365497,341985,199280,143022,167504,91823,69259,0,0,Operations- Rangers,Enterprise,Security/Emergency Management,Internal Materials and Services,PU,PUCS,PUCSSE,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUSUBR,PERSONAL,2957,234,603,2396,2283,1475,6787,0,0,0,Operations- Rangers,Enterprise,Bull Run Watershed,Personnel Services,PU,PUSU,PUSUBR,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUSUBR,EMS,558,416,2474,3795,115,97,2117,0,0,0,Operations- Rangers,Enterprise,Bull Run Watershed,External Materials and Services,PU,PUSU,PUSUBR,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000003,ENTERPRISE,PUSUBR,IMS,1943,28,0,689,532,243,357,0,0,0,Operations- Rangers,Enterprise,Bull Run Watershed,Internal Materials and Services,PU,PUSU,PUSUBR,WAAD000003,WAAD,WA,Portland Water Bureau
WAAD000004,ENTERPRISE,PUASBS,PERSONAL,264635,217497,195968,184546,187437,209086,184788,85179,52781,86192,Administration-Property Acquisition,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAAD000004,WAAD,WA,Portland Water Bureau
WAAD000004,ENTERPRISE,PUASBS,EMS,79550,65458,110024,61393,75036,63659,53757,80689,34676,77024,Administration-Property Acquisition,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,WAAD000004,WAAD,WA,Portland Water Bureau
WAAD000004,ENTERPRISE,PUASBS,IMS,77912,59612,40915,38812,103828,91223,22132,19784,0,3686,Administration-Property Acquisition,Enterprise,Bureau Support,Internal Materials and Services,PU,PUAS,PUASBS,WAAD000004,WAAD,WA,Portland Water Bureau
WAAD000004,ENTERPRISE,PUASFA,EMS,0,0,0,0,0,0,1180,8614,0,0,Administration-Property Acquisition,Enterprise,Facilities,External Materials and Services,PU,PUAS,PUASFA,WAAD000004,WAAD,WA,Portland Water Bureau
WAAD000004,ENTERPRISE,PURCRC,EMS,0,0,0,0,0,243,0,0,0,0,Administration-Property Acquisition,Enterprise,Regulatory Compliance,External Materials and Services,PU,PURC,PURCRC,WAAD000004,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUASBS,PERSONAL,0,0,0,0,1257,3691,0,0,0,0,Administration-Grounds Maintenance,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUASBS,EMS,0,0,0,533,78873,48236,13818,0,0,0,Administration-Grounds Maintenance,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUASBS,IMS,0,0,0,0,1826,2698,0,0,0,0,Administration-Grounds Maintenance,Enterprise,Bureau Support,Internal Materials and Services,PU,PUAS,PUASBS,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUASEI,EMS,0,0,0,0,1302,0,0,0,0,0,Administration-Grounds Maintenance,Enterprise,Employee Investment,External Materials and Services,PU,PUAS,PUASEI,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUCSCS,PERSONAL,0,0,0,0,0,0,0,74214,49773,44532,Administration-Grounds Maintenance,Enterprise,Customer Services,Personnel Services,PU,PUCS,PUCSCS,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUCSCS,EMS,0,0,0,0,0,0,0,1861,1975,349,Administration-Grounds Maintenance,Enterprise,Customer Services,External Materials and Services,PU,PUCS,PUCSCS,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUCSCS,IMS,0,0,0,0,0,0,0,6256,0,0,Administration-Grounds Maintenance,Enterprise,Customer Services,Internal Materials and Services,PU,PUCS,PUCSCS,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUCSFO,PERSONAL,0,0,0,0,0,282,92294,104427,105804,110054,Administration-Grounds Maintenance,Enterprise,Fountains,Personnel Services,PU,PUCS,PUCSFO,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUCSFO,EMS,0,0,0,0,0,11,3346,3938,11783,3037,Administration-Grounds Maintenance,Enterprise,Fountains,External Materials and Services,PU,PUCS,PUCSFO,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUCSFO,IMS,0,0,0,0,0,126,14421,11085,0,1541,Administration-Grounds Maintenance,Enterprise,Fountains,Internal Materials and Services,PU,PUCS,PUCSFO,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUCSGP,PERSONAL,297014,207762,202625,251700,302689,293700,676078,539123,469595,481111,Administration-Grounds Maintenance,Enterprise,Grounds/Parks,Personnel Services,PU,PUCS,PUCSGP,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUCSGP,EMS,148545,151987,127425,141721,145107,175147,157934,169061,153565,188655,Administration-Grounds Maintenance,Enterprise,Grounds/Parks,External Materials and Services,PU,PUCS,PUCSGP,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUCSGP,IMS,257847,209994,214256,216702,216724,200061,269219,384102,0,2788,Administration-Grounds Maintenance,Enterprise,Grounds/Parks,Internal Materials and Services,PU,PUCS,PUCSGP,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUDIFO,PERSONAL,66794,65858,71664,89760,116785,113753,0,0,0,0,Administration-Grounds Maintenance,Enterprise,Fountains,Personnel Services,PU,PUDI,PUDIFO,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUDIFO,EMS,2032,1286,2408,704,4784,13070,0,0,0,0,Administration-Grounds Maintenance,Enterprise,Fountains,External Materials and Services,PU,PUDI,PUDIFO,WAAD000005,WAAD,WA,Portland Water Bureau
WAAD000005,ENTERPRISE,PUDIFO,IMS,4842,3801,4815,13626,18143,147101,258634,0,0,0,Administration-Grounds Maintenance,Enterprise,Fountains,Internal Materials and Services,PU,PUDI,PUDIFO,WAAD000005,WAAD,WA,Portland Water Bureau
WABA000001,ENTERPRISE,PUASBS,PERSONAL,535584,488739,391555,380873,380806,697247,-225422,215543,155462,260409,Bureau Administrator-Bureau Admin,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WABA000001,WABA,WA,Portland Water Bureau
WABA000001,ENTERPRISE,PUASBS,EMS,6571787,5972320,5696428,168329,139932,179690,175001,160248,31349,41294,Bureau Administrator-Bureau Admin,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,WABA000001,WABA,WA,Portland Water Bureau
WABA000001,ENTERPRISE,PUASBS,IMS,2742551,2751460,2627788,2796301,2813049,2971365,2567927,1629581,0,954,Bureau Administrator-Bureau Admin,Enterprise,Bureau Support,Internal Materials and Services,PU,PUAS,PUASBS,WABA000001,WABA,WA,Portland Water Bureau
WABA000001,ENTERPRISE,PUASBS,BOND,2951515,2686562,2460073,2262651,2065543,1911323,1772610,1666300,0,0,Bureau Administrator-Bureau Admin,Enterprise,Bureau Support,Debt Service,PU,PUAS,PUASBS,WABA000001,WABA,WA,Portland Water Bureau
